num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status,k3
5,58,0,2,8,1,5,7,45,0,2108670,2,0,45,1,0.96551724,1,1
7,72,2,4,8,0,2,13,48,55,2108696,2,55,103,1,0.73611111,1,1
4,54,0,10,10,1,4,10,40,0,2108704,2,0,40,1,0.88888889,1,1
3,17,0,3,8,1,1,2,0,32,2108753,2,32,32,1,0.58823529,1,1
4,89,0,0,8,0,1,7,0,0,2108779,2,0,0,1,0.5505618,1,1
4,159,0,0,7,1,4,5,45,40,2108811,2,40,85,0,0.22641509,1,1
5,95,0,5,7,0,2,9,40,20,2108837,2,20,60,1,0.82105263,1,1
2,64,0,0,8,3,1,2,0,0,2108878,2,0,0,0,0.34375,2,1
5,218,0,26,10,1,3,6,42,10,2108886,2,10,52,0,0.46788991,1,1
7,78,0,12,8,0,5,8,45,0,2108894,2,0,45,1,0.55128205,1,1
5,37,3,2,6,0,1,4,0,0,2108910,2,0,0,1,0.78378378,1,1
4,5,0,0,6,2,2,7,0,0,2108928,2,0,0,1,1,1,1
6,123,5,2,6,5,5,6,40,40,2108944,2,40,80,0,0.27642276,1,1
6,57,0,19,10,0,2,5,40,40,2108951,2,40,80,1,0.87719298,1,1
5,123,2,1,11,2,2,3,0,16,2108985,2,16,16,1,0.81300813,1,1
4,137,0,15,8,6,2,4,0,0,2109025,2,0,0,1,0.82481752,1,1
5,49,0,1,6,2,4,6,40,40,2109033,2,40,80,1,0.81632653,1,1
5,33,1,2,6,1,3,7,40,30,2109066,2,30,70,1,0.54545455,1,1
2,33,0,0,5,0,2,4,0,37,2109116,2,37,37,1,0.87878788,2,1
5,80,0,55,6,0,1,4,0,40,2109140,2,40,40,0,0.375,1,1
6,148,0,1,6,4,4,11,60,40,2109157,2,40,100,0,0.43918919,2,1
5,57,0,1,5,0,2,6,40,0,2109165,2,0,40,1,0.96491228,1,1
4,42,0,2,4,1,1,9,0,0,2109199,2,0,0,1,0.85714286,1,1
5,47,0,0,8,1,5,7,40,45,2109207,2,45,85,1,0.76595745,1,1
4,88,0,10,7,4,3,6,40,40,2109280,2,40,80,1,0.57954545,1,1
6,110,0,17,6,1,5,5,40,20,2109298,2,20,60,1,0.73636364,1,1
5,47,0,0,7,0,2,4,16,0,2109314,2,0,16,1,0.85106383,1,1
5,141,0,17,8,1,5,6,37,47,2109348,2,47,84,1,0.70921986,3,1
5,71,1,1,7,1,5,1,50,0,2109363,2,0,50,1,0.95774648,1,1
6,90,0,3,11,0,3,13,50,20,2109454,2,20,70,0,0.5,1,1
3,39,0,1,2,1,2,4,35,0,2109512,2,0,35,0,0.02564103,1,1
3,459,0,20,7,0,3,2,0,0,2109520,2,0,0,1,0.73856209,2,1
5,119,0,0,8,2,3,7,40,0,2109553,2,0,40,1,0.69747899,1,1
3,42,0,1,6,3,3,4,40,0,2109561,2,0,40,0,0.5,1,1
4,88,0,0,7,2,1,2,0,0,2109645,2,0,0,1,0.68181818,1,1
5,157,0,2,5,1,2,3,0,0,2109686,2,0,0,1,0.70700637,1,1
3,160,1,22,8,2,4,6,45,50,2109769,2,50,95,1,0.51875,1,1
6,103,0,4,10,0,4,8,40,35,2109835,2,35,75,0,0.45631068,1,1
7,64,0,0,10,1,4,3,0,0,2109850,2,0,0,1,0.734375,1,1
4,93,0,0,4,0,1,3,0,0,2109942,2,0,0,1,0.84946237,2,1
5,71,0,14,9,4,2,5,40,40,2109959,2,40,80,1,0.70422535,1,1
3,222,0,0,7,2,5,11,50,0,2109991,2,0,50,1,0.55405405,1,1
5,176,0,0,9,1,2,8,45,40,2110007,2,40,85,1,0.71022727,1,1
5,147,0,37,10,1,4,12,50,42,2110015,2,42,92,0,0.40816327,1,1
8,110,0,31,7,2,4,5,0,42,2110023,2,42,42,1,0.65454545,1,1
4,291,0,6,7,2,5,6,55,60,2110031,2,60,115,1,0.60824742,1,1
3,34,0,5,5,1,2,5,0,0,2110049,2,0,0,1,0.70588235,1,1
4,91,0,17,8,0,2,5,0,40,2110056,2,40,40,1,0.75824176,1,1
7,64,0,5,8,1,2,8,0,0,2110098,2,0,0,1,0.84375,1,1
4,51,0,8,8,0,2,11,40,5,2110106,2,5,45,1,0.90196078,1,1
6,130,0,0,10,1,2,13,45,40,2110122,2,40,85,1,0.52307692,1,1
3,62,0,4,6,0,1,3,0,0,2110130,2,0,0,1,0.87096774,1,1
7,69,0,0,6,2,2,5,0,40,2110155,2,40,40,0,0.24637681,1,1
5,57,0,29,7,0,2,12,20,20,2110171,2,20,40,1,0.71929825,1,1
6,40,0,2,9,5,3,10,0,60,2110189,2,60,60,0,0.475,1,1
5,187,0,5,7,1,4,6,40,40,2110379,2,40,80,1,0.5026738,1,1
5,170,0,37,10,0,4,2,0,30,2110411,2,30,30,1,0.74705882,2,1
5,25,0,0,7,0,1,3,0,40,2110460,2,40,40,0,0.04,3,1
6,37,0,0,9,1,2,5,0,0,2110478,2,0,0,1,0.78378378,1,1
5,64,0,15,6,1,1,2,0,0,2110544,2,0,0,1,0.796875,1,1
3,89,0,3,8,0,2,3,30,35,2110577,2,35,65,1,0.75280899,2,1
4,177,0,2,9,3,3,8,45,16,2110593,2,16,61,1,0.74011299,1,1
5,133,0,0,5,0,2,3,40,0,2110601,2,0,40,1,0.88721805,1,1
6,372,3,38,9,2,4,5,40,20,2110635,2,20,60,1,0.71774194,2,1
5,88,0,0,8,0,2,2,0,8,2110650,2,8,8,1,0.73863636,1,1
5,103,0,6,9,2,4,5,40,40,2110692,2,40,80,1,0.7961165,1,1
4,35,2,4,4,0,1,9,0,45,2110775,2,45,45,0,0.45714286,1,1
4,233,2,43,7,1,3,5,40,0,2110833,2,0,40,1,0.94849785,1,1
5,115,2,0,9,2,5,12,60,8,2110841,2,8,68,1,0.83478261,1,1
4,43,0,2,6,1,1,4,0,30,2110858,2,30,30,1,0.72093023,1,1
3,161,0,0,7,0,2,5,40,40,2110866,2,40,80,1,0.9378882,2,1
6,43,0,1,6,1,1,4,0,40,2110890,2,40,40,1,0.62790698,1,1
2,105,0,4,5,0,1,5,0,0,2110940,2,0,0,0,0.40952381,2,1
1,135,0,1,8,0,3,4,0,40,2110965,2,40,40,1,0.65185185,2,1
6,77,0,2,9,1,4,9,50,20,2110999,2,20,70,1,0.66233766,1,1
5,89,0,0,4,4,1,3,0,0,2111013,2,0,0,1,0.88764045,1,1
5,159,0,2,10,2,6,8,46,40,2111104,2,40,86,1,0.88050314,1,1
5,44,0,0,4,1,2,3,0,0,2111153,2,0,0,1,0.79545455,1,1
5,252,0,0,7,1,2,6,0,35,2111203,2,35,35,1,0.81349206,1,1
5,46,8,0,8,0,2,8,0,0,2111229,2,0,0,1,0.95652174,1,1
5,51,0,5,9,2,3,11,70,0,2111245,2,0,70,1,0.7254902,1,1
3,32,0,6,6,1,1,5,60,0,2111252,2,0,60,1,0.90625,1,1
4,41,0,1,6,1,1,1,0,0,2111310,2,0,0,1,0.90243902,1,1
5,19,2,5,9,3,3,3,45,40,2111385,2,40,85,1,0.94736842,2,1
5,31,0,5,7,1,2,8,40,40,2111427,2,40,80,0,0.22580645,1,1
5,46,0,0,9,3,4,2,40,37,2111435,2,37,77,1,0.56521739,2,1
4,122,0,6,3,0,2,3,0,0,2111492,2,0,0,1,0.74590164,1,1
7,163,0,2,11,3,3,11,45,0,2111609,2,0,45,1,0.91411043,1,1
6,25,0,1,8,0,2,12,50,30,2111633,2,30,80,1,0.96,1,1
6,149,0,1,11,1,5,7,45,16,2111674,2,16,61,0,0.37583893,1,1
5,231,0,2,8,1,2,5,0,0,2111708,2,0,0,1,0.73160173,1,1
6,52,0,4,8,0,2,2,0,0,2111732,2,0,0,1,0.80769231,1,1
5,43,0,6,9,0,4,7,40,40,2111765,2,40,80,0,0.41860465,1,1
2,110,0,10,7,4,3,5,0,40,2111815,2,40,40,0,0.13636364,2,1
5,36,0,0,9,2,4,9,40,50,2111856,2,50,90,1,0.61111111,1,1
3,115,0,3,6,0,1,3,0,35,2111872,2,35,35,0,0.45217391,1,1
6,427,0,3,9,1,4,11,40,40,2111922,2,40,80,1,0.735363,1,1
4,61,0,5,3,0,2,4,0,0,2111948,2,0,0,1,0.91803279,1,1
6,96,0,11,8,1,4,10,50,40,2111955,2,40,90,1,0.66666667,1,1
4,70,1,6,7,0,3,6,40,20,2112037,2,20,60,1,0.98571429,1,1
4,55,0,2,7,1,2,4,0,40,2112060,2,40,40,0,0.23636364,1,1
6,58,0,0,11,3,4,8,45,0,2112078,2,0,45,0,0.17241379,1,1
4,26,0,3,7,0,4,6,40,40,2112151,2,40,80,1,0.92307692,1,1
5,103,0,19,9,1,3,7,40,37,2112193,2,37,77,1,0.59223301,1,1
4,118,0,0,7,0,4,1,0,0,2112219,2,0,0,1,0.55932203,2,1
5,31,0,0,9,3,4,10,50,0,2112235,2,0,50,1,0.87096774,1,1
3,18,0,0,6,2,1,1,0,0,2112342,2,0,0,1,0.72222222,1,1
5,87,0,0,10,2,5,7,55,0,2112409,2,0,55,1,0.71264368,1,1
5,99,0,1,8,0,4,14,65,0,2112417,2,0,65,1,0.8989899,1,1
4,32,1,1,6,2,1,2,0,0,2112425,2,0,0,1,0.9375,1,1
4,39,0,6,8,7,3,5,40,0,2112482,2,0,40,1,0.82051282,3,1
5,242,0,13,10,2,4,9,50,48,2112516,2,48,98,0,0.47933884,1,1
4,38,2,19,9,1,1,4,0,40,2112615,2,40,40,1,0.63157895,1,1
4,48,0,0,9,1,3,5,0,40,2112730,2,40,40,1,0.52083333,2,1
4,19,0,0,7,1,1,6,40,0,2112797,2,0,40,1,0.73684211,1,1
5,50,0,8,11,1,2,10,40,35,2112821,2,35,75,1,0.86,1,1
5,8,0,0,5,0,1,5,0,0,2112888,2,0,0,1,0.875,2,1
4,25,0,7,10,1,2,6,60,0,2112904,2,0,60,1,0.88,1,1
5,27,0,2,6,0,1,2,0,0,2112953,2,0,0,1,0.74074074,1,1
3,69,2,11,8,0,1,2,0,0,2113035,2,0,0,0,0.39130435,2,1
3,19,0,0,8,1,2,4,0,40,2113043,2,40,40,0,0.21052632,2,1
3,117,0,5,5,1,2,2,0,0,2113092,2,0,0,1,0.86324786,1,1
5,37,0,7,10,6,2,8,0,24,2113142,2,24,24,1,0.67567568,1,1
5,48,0,4,9,2,4,9,50,40,2113233,2,40,90,0,0.3125,1,1
5,99,0,30,8,2,2,9,40,40,2113241,2,40,80,1,0.72727273,1,1
5,16,0,1,4,0,1,5,0,0,2113290,2,0,0,1,0.75,1,1
7,132,0,16,10,2,2,7,0,40,2113340,2,40,40,0,0.45454545,2,1
5,49,0,0,8,0,2,5,0,50,2113365,2,50,50,1,0.53061224,1,1
5,39,0,0,8,2,3,6,20,40,2113449,2,40,60,1,0.61538462,1,1
5,56,0,16,8,0,2,5,0,0,2113456,2,0,0,1,0.57142857,1,1
5,129,5,2,10,2,4,8,44,0,2113464,2,0,44,1,0.88372093,1,1
3,78,0,0,7,7,1,3,0,40,2113472,2,40,40,1,0.76923077,2,1
4,51,0,2,4,1,2,5,40,40,2113555,2,40,80,1,0.56862745,1,1
5,52,0,12,9,2,3,2,0,20,2113571,2,20,20,1,0.78846154,1,1
2,77,0,0,8,1,2,3,0,0,2113597,2,0,0,1,0.97402597,1,1
3,32,0,0,4,2,2,2,0,0,2113613,2,0,0,0,0.28125,1,1
5,33,3,4,7,0,2,6,0,0,2113639,2,0,0,1,0.81818182,1,1
1,114,0,3,6,0,1,1,0,0,2113647,2,0,0,1,0.68421053,1,1
6,149,0,6,9,0,2,11,42,0,2113696,2,0,42,1,0.79194631,1,1
6,170,0,9,8,0,4,7,40,30,2113712,2,30,70,1,0.76470588,1,1
5,517,0,71,10,0,2,5,40,0,2113753,2,0,40,0,0.33462282,1,1
5,75,0,12,7,2,3,6,0,40,2113779,2,40,40,1,0.56,1,1
2,10,0,0,6,1,1,5,0,50,2113787,2,50,50,1,1,2,1
3,100,0,1,5,2,5,5,40,20,2113837,2,20,60,1,0.72,1,1
4,230,0,19,5,0,2,9,40,40,2113852,2,40,80,0,0.2,1,1
6,33,0,2,7,0,2,5,0,0,2113910,2,0,0,1,0.96969697,3,1
4,197,0,34,8,0,2,7,0,0,2113951,2,0,0,1,0.84771574,1,1
7,33,0,0,9,2,2,9,40,40,2114017,2,40,80,1,0.87878788,1,1
5,17,0,0,6,0,1,1,0,0,2114025,2,0,0,1,0.82352941,1,1
7,219,0,0,4,1,1,4,0,0,2114041,2,0,0,1,0.69406393,1,1
6,26,0,0,8,1,2,8,48,0,2114074,2,0,48,1,0.61538462,1,1
5,39,0,1,7,2,3,6,50,40,2114157,2,40,90,1,0.61538462,1,1
6,44,0,10,7,1,2,3,0,6,2114165,2,6,6,1,0.65909091,1,1
5,186,0,34,8,3,5,8,40,50,2114207,2,50,90,1,0.79569892,1,1
4,130,0,6,7,2,3,6,40,0,2114215,2,0,40,1,0.60769231,1,1
4,55,0,4,7,0,1,3,0,0,2114231,2,0,0,1,0.87272727,1,1
4,83,0,32,9,3,4,11,45,40,2114272,2,40,85,1,0.5060241,1,1
6,25,0,3,10,1,2,8,35,0,2114280,2,0,35,1,0.72,1,1
5,80,0,0,8,1,2,13,80,40,2114314,2,40,120,1,0.55,1,1
6,93,0,8,8,1,5,12,55,0,2114348,2,0,55,1,0.75268817,1,1
3,51,0,3,7,2,1,3,0,32,2114355,2,32,32,1,0.76470588,1,1
5,277,0,5,4,3,2,5,0,40,2114371,2,40,40,1,0.75812274,1,1
6,22,0,1,7,0,2,6,0,0,2114454,2,0,0,1,0.72727273,1,1
6,23,2,0,7,0,2,5,20,7,2114462,2,7,27,1,0.65217391,1,1
6,93,0,19,9,1,3,5,0,0,2114496,2,0,0,1,0.68817204,1,1
5,320,0,9,7,2,6,8,40,29,2114512,2,29,69,1,0.66875,1,1
6,86,0,0,5,8,2,3,40,0,2114579,2,0,40,0,0.1627907,1,1
2,159,0,0,6,0,4,2,0,35,2114736,2,35,35,1,0.6918239,2,1
5,44,0,1,9,1,4,10,40,24,2114744,2,24,64,1,0.59090909,1,1
5,119,0,13,7,2,1,1,0,0,2114819,2,0,0,1,0.54621849,1,1
6,96,0,0,7,0,2,7,40,40,2114892,2,40,80,1,0.54166667,1,1
5,30,0,0,9,4,2,9,0,50,2114918,2,50,50,1,0.86666667,1,1
6,44,0,3,7,0,1,4,0,0,2114926,2,0,0,1,0.90909091,1,1
6,35,0,2,9,1,3,8,55,0,2114942,2,0,55,1,0.8,1,1
6,186,0,44,9,0,2,4,0,30,2114975,2,30,30,1,0.60752688,1,1
2,10,0,1,7,0,1,3,0,22,2115006,2,22,22,1,0.9,1,1
5,96,0,0,11,0,3,4,0,40,2115055,2,40,40,0,0.40625,1,1
5,28,0,2,8,1,2,8,50,0,2115063,2,0,50,1,1,1,1
6,217,0,5,6,2,5,3,40,16,2115154,2,16,56,1,0.85253456,2,1
3,33,0,0,9,0,2,3,0,40,2115170,2,40,40,1,0.72727273,2,1
5,75,0,3,9,2,4,7,60,0,2115188,2,0,60,1,0.76,1,1
5,208,0,8,9,3,5,7,40,30,2115220,2,30,70,1,0.96153846,1,1
4,59,2,0,10,2,4,4,40,0,2115279,2,0,40,1,1,1,1
4,110,0,1,7,1,3,6,40,20,2115345,2,20,60,1,0.54545455,1,1
5,116,0,0,8,1,3,5,0,40,2115477,2,40,40,1,0.59482759,1,1
4,189,0,22,9,1,2,5,40,30,2115485,2,30,70,1,0.75132275,2,1
3,170,0,40,8,2,1,3,0,45,2115527,2,45,45,0,0.42941176,1,1
5,28,0,8,10,0,3,5,0,0,2115667,2,0,0,1,0.92857143,1,1
4,248,0,116,3,1,4,4,40,0,2115733,2,0,40,1,0.91532258,2,1
6,158,0,16,7,0,5,3,75,16,2115741,2,16,91,1,0.77848101,1,1
6,82,0,1,10,0,4,12,40,40,2115774,2,40,80,0,0.5,1,1
5,144,2,5,4,1,2,2,45,0,2115782,2,0,45,0,0.34027778,1,1
4,28,0,0,5,1,2,11,48,60,2115998,2,60,108,1,0.53571429,1,1
4,266,0,6,9,0,2,6,50,48,2116053,2,48,98,1,0.54511278,1,1
4,36,0,3,8,0,4,5,0,40,2116137,2,40,40,0,0.5,1,1
6,141,0,2,11,2,2,8,0,45,2116186,2,45,45,1,0.68794326,1,1
3,267,0,1,6,1,5,3,40,25,2116194,2,25,65,1,0.73782772,1,1
4,109,0,1,8,2,5,7,44,40,2116202,2,40,84,1,0.70642202,1,1
6,157,1,15,9,0,4,8,65,40,2116210,2,40,105,0,0.38853503,1,1
6,63,2,2,7,0,2,6,0,15,2116244,2,15,15,1,0.84126984,1,1
4,33,0,0,7,0,1,12,0,50,2116251,2,50,50,1,0.75757576,1,1
5,112,0,0,10,1,4,13,40,15,2116277,2,15,55,1,0.8125,1,1
4,28,0,4,10,2,2,4,0,0,2116368,2,0,0,1,0.67857143,1,1
3,58,0,3,6,2,2,7,40,40,2116418,2,40,80,1,0.75862069,1,1
6,43,0,0,7,1,1,3,0,0,2116434,2,0,0,0,0.44186047,1,1
5,61,8,0,4,0,1,1,0,0,2116467,2,0,0,1,1,1,1
6,77,0,7,8,0,2,3,0,0,2116509,2,0,0,1,0.81818182,1,1
5,204,0,6,8,1,6,9,50,50,2116558,2,50,100,1,0.97058824,1,1
4,72,0,4,3,0,2,5,0,0,2116582,2,0,0,1,0.94444444,1,1
4,14,0,1,7,1,5,5,65,0,2116608,2,0,65,1,0.92857143,1,1
5,97,1,11,10,1,3,7,0,40,2116632,2,40,40,0,0.25773196,1,1
1,22,0,1,3,1,1,1,0,0,2116699,2,0,0,1,0.90909091,2,1
6,46,0,5,10,1,3,5,0,0,2116772,2,0,0,1,0.73913043,1,1
2,12,0,0,3,0,1,2,0,0,2116780,2,0,0,1,0.83333333,2,1
6,143,2,0,7,0,2,4,60,0,2116798,2,0,60,1,0.65734266,1,1
5,189,0,11,8,0,3,8,50,40,2116855,2,40,90,1,0.96296296,1,1
6,91,0,0,10,2,2,11,0,20,2116871,2,20,20,1,0.76923077,1,1
4,55,0,0,6,3,3,6,40,40,2116921,2,40,80,1,0.94545455,1,1
4,101,0,4,7,0,2,4,0,0,2116996,2,0,0,1,0.81188119,1,1
3,30,0,10,7,0,1,4,0,40,2117002,2,40,40,1,0.63333333,2,1
4,93,0,0,9,1,3,11,50,40,2117010,2,40,90,0,0.41935484,1,1
5,256,4,34,10,1,2,13,45,0,2117028,2,0,45,1,0.98046875,1,1
5,118,0,0,11,6,2,14,0,70,2117069,2,70,70,1,0.83898305,1,1
5,255,0,0,5,4,2,3,0,0,2117135,2,0,0,1,0.74117647,1,1
5,42,0,6,5,4,2,6,40,40,2117184,2,40,80,1,0.80952381,1,1
5,59,0,1,7,0,2,9,40,40,2117200,2,40,80,0,0.40677966,1,1
7,139,0,6,10,2,4,10,40,0,2117226,2,0,40,1,0.76978417,1,1
3,42,0,0,9,1,1,4,0,45,2117242,2,45,45,0,0.14285714,1,1
5,103,0,0,4,0,3,6,0,0,2117309,2,0,0,1,0.87378641,1,1
6,76,0,0,8,2,2,4,0,0,2117317,2,0,0,1,0.85526316,1,1
4,33,0,0,7,2,1,5,0,40,2117358,2,40,40,1,0.60606061,1,1
3,61,0,0,3,0,2,2,0,0,2117424,2,0,0,1,0.83606557,3,1
2,151,0,5,7,0,2,4,40,0,2117457,2,0,40,1,0.54966887,2,1
6,80,0,2,8,1,3,7,40,28,2117523,2,28,68,1,0.8875,1,1
4,253,2,8,7,2,4,4,48,0,2117531,2,0,48,1,0.69960474,1,1
5,36,0,0,6,0,4,8,40,35,2117549,2,35,75,0,0.38888889,1,1
4,26,0,2,6,0,3,2,50,0,2117630,2,0,50,1,0.84615385,1,1
6,84,0,12,9,5,4,10,50,12,2117648,2,12,62,1,0.70238095,1,1
6,16,0,3,7,2,2,11,43,0,2117697,2,0,43,1,0.5625,1,1
4,14,0,0,9,1,2,12,50,50,2117713,2,50,100,0,0.35714286,1,1
6,72,0,14,7,0,2,7,0,0,2117770,2,0,0,1,0.76388889,1,1
7,53,0,0,10,0,4,14,40,0,2117788,2,0,40,1,0.81132075,1,1
6,87,0,0,9,2,4,6,0,40,2117812,2,40,40,1,0.66666667,1,1
6,100,2,10,7,0,2,9,20,45,2117861,2,45,65,1,0.63,1,1
7,64,0,8,8,2,4,12,40,40,2117911,2,40,80,0,0.265625,1,1
6,45,0,6,10,0,2,10,0,0,2117945,2,0,0,1,0.93333333,1,1
5,31,0,6,3,0,2,11,0,0,2117994,2,0,0,1,0.93548387,1,1
3,47,0,2,7,3,2,7,60,40,2118075,2,40,100,0,0.38297872,1,1
5,232,0,3,7,3,3,8,0,0,2118125,2,0,0,1,0.93103448,1,1
6,86,0,52,9,0,3,8,40,46,2118182,2,46,86,1,0.88372093,1,1
4,175,0,4,5,1,2,3,42,20,2118216,2,20,62,1,0.77142857,1,1
4,143,0,2,5,3,2,2,0,40,2118257,2,40,40,1,0.55944056,2,1
6,105,0,4,7,1,4,6,40,0,2118299,2,0,40,1,0.7047619,1,1
4,102,2,2,4,2,2,3,52,50,2118307,2,50,102,0,0.47058824,1,1
5,81,0,6,9,2,3,11,0,30,2118356,2,30,30,1,0.69135802,1,1
5,414,3,0,7,0,3,6,40,0,2118372,2,0,40,1,0.6352657,1,1
7,103,0,10,8,1,5,9,45,50,2118398,2,50,95,0,0.32038835,1,1
4,111,0,33,9,1,3,7,50,0,2118448,2,0,50,1,0.61261261,2,1
5,54,3,6,7,0,2,6,0,0,2118455,2,0,0,1,0.83333333,1,1
2,47,0,0,8,0,2,2,0,30,2118562,2,30,30,0,0.4893617,2,1
5,248,0,48,9,3,4,7,70,0,2118570,2,0,70,1,0.75806452,1,1
4,166,0,6,8,3,2,11,40,46,2118612,2,46,86,1,0.65060241,1,1
3,17,0,0,1,1,3,1,0,0,2118653,2,0,0,1,0.70588235,1,1
4,77,0,0,9,0,3,8,60,40,2118679,2,40,100,1,0.75324675,1,1
4,95,0,6,10,1,2,8,40,40,2118778,2,40,80,1,0.81052632,3,1
6,298,0,0,9,2,3,5,40,0,2118869,2,0,40,1,0.6409396,1,1
4,43,0,0,9,0,2,6,0,40,2118885,2,40,40,1,0.72093023,1,1
5,79,0,2,10,0,3,8,80,0,2118927,2,0,80,1,0.94936709,1,1
2,103,0,30,4,0,2,3,48,0,2118968,2,0,48,0,0.47572816,2,1
5,80,0,10,6,1,2,3,0,0,2119024,2,0,0,1,0.825,1,1
5,10,0,9,9,2,2,6,0,40,2119065,2,40,40,1,0.8,1,1
6,87,0,3,8,0,4,6,48,35,2119115,2,35,83,1,0.57471264,1,1
5,51,0,0,10,2,2,8,40,40,2119123,2,40,80,1,0.50980392,1,1
6,113,0,1,10,2,4,12,50,40,2119164,2,40,90,1,0.6460177,1,1
6,292,0,20,9,1,3,11,40,45,2119222,2,45,85,0,0.5,1,1
5,245,0,26,6,2,4,5,0,0,2119230,2,0,0,1,0.90612245,1,1
3,21,0,4,8,0,1,3,0,40,2119255,2,40,40,0,0.23809524,2,1
7,217,0,11,9,4,5,14,50,1,2119339,2,1,51,1,0.66359447,1,1
3,203,0,4,8,0,4,5,40,40,2119347,2,40,80,1,0.62561576,1,1
4,266,0,12,7,3,2,5,0,40,2119362,2,40,40,1,0.82706767,2,1
5,85,0,3,10,1,2,10,0,20,2119404,2,20,20,1,0.76470588,1,1
5,92,0,0,10,2,8,6,60,0,2119446,2,0,60,1,0.54347826,1,1
3,96,0,2,10,0,2,4,0,0,2119461,2,0,0,1,0.59375,2,1
4,279,2,2,8,1,4,6,40,20,2119479,2,20,60,0,0.43010753,1,1
5,69,0,0,10,1,3,9,40,40,2119552,2,40,80,0,0.07246377,1,1
6,97,0,6,10,1,2,9,50,40,2119560,2,40,90,0,0.28865979,1,1
6,43,2,1,10,2,2,9,40,40,2119578,2,40,80,1,0.79069767,1,1
3,52,0,14,4,0,1,2,0,0,2119594,2,0,0,1,0.86538462,1,1
2,103,0,0,4,0,4,6,0,48,2119602,2,48,48,1,0.63106796,1,1
5,31,0,1,7,0,1,5,0,40,2119677,2,40,40,1,0.64516129,1,1
6,74,0,9,9,0,2,10,40,40,2119693,2,40,80,1,0.52702703,1,1
3,63,2,2,9,1,5,6,40,20,2119735,2,20,60,0,0.44444444,1,1
4,14,0,0,7,0,2,4,0,25,2119743,2,25,25,1,0.78571429,1,1
7,53,0,0,11,1,2,4,0,0,2119834,2,0,0,1,0.64150943,1,1
5,258,0,11,10,1,4,11,65,0,2119875,2,0,65,1,0.53875969,1,1
5,130,4,17,8,4,4,7,40,50,2119917,2,50,90,1,0.65384615,1,1
5,78,0,0,8,3,5,9,50,40,2120071,2,40,90,0,0.32051282,1,1
7,57,0,0,10,0,4,8,50,0,2120089,2,0,50,1,0.8245614,1,1
4,139,0,2,9,2,2,7,40,8,2120097,2,8,48,0,0.28057554,1,1
1,109,0,5,1,1,1,5,0,0,2120196,2,0,0,1,0.83486239,1,1
6,21,0,2,7,5,2,3,0,40,2120212,2,40,40,1,0.57142857,1,1
4,56,0,0,7,2,3,6,0,0,2120238,2,0,0,1,0.67857143,1,1
4,114,0,8,8,1,2,6,0,40,2120253,2,40,40,1,0.71052632,1,1
6,155,0,18,11,1,3,9,40,0,2120261,2,0,40,0,0.41290323,1,1
5,13,0,1,3,0,3,2,0,0,2120303,2,0,0,1,0.84615385,3,1
6,285,0,3,8,0,3,7,40,0,2120329,2,0,40,1,0.58245614,1,1
7,58,0,0,9,0,2,11,0,40,2120360,2,40,40,1,0.62068966,1,1
7,144,2,37,8,2,5,11,45,50,2120378,2,50,95,1,0.72222222,1,1
3,33,0,6,7,1,1,5,0,0,2120436,2,0,0,1,0.75757576,1,1
7,243,0,2,9,0,4,5,40,10,2120444,2,10,50,1,0.69547325,2,1
5,86,0,0,7,2,2,3,20,34,2120451,2,34,54,1,0.51162791,1,1
3,69,0,10,7,0,1,4,0,0,2120485,2,0,0,1,0.57971014,1,1
5,50,2,2,10,2,2,8,0,16,2120535,2,16,16,1,0.62,1,1
5,43,0,0,9,2,1,5,0,40,2120543,2,40,40,1,0.86046512,1,1
5,47,0,0,10,0,2,8,50,40,2120618,2,40,90,1,0.82978723,1,1
5,76,1,6,10,3,2,9,0,0,2120675,2,0,0,1,0.67105263,1,1
5,54,0,3,9,8,4,10,72,0,2120691,2,0,72,0,0.5,1,1
7,79,0,1,10,5,5,5,0,40,2120717,2,40,40,0,0.48101266,1,1
5,84,2,0,7,0,2,6,50,0,2120816,2,0,50,1,0.8452381,1,1
5,118,1,2,8,0,3,4,40,0,2120840,2,0,40,0,0.42372881,1,1
5,76,0,0,6,2,5,6,40,24,2120857,2,24,64,1,0.96052632,1,1
5,10,0,0,7,0,2,2,0,45,2120956,2,45,45,1,1,2,1
4,47,0,1,7,0,2,9,48,45,2120964,2,45,93,1,0.76595745,1,1
6,41,0,1,7,1,2,4,0,8,2121095,2,8,8,1,0.80487805,1,1
6,94,0,6,8,1,6,11,45,0,2121178,2,0,45,1,0.80851064,1,1
7,94,0,11,9,0,5,12,32,0,2121228,2,0,32,1,0.77659574,1,1
6,170,0,0,10,1,4,11,40,40,2121251,2,40,80,1,0.74705882,1,1
4,82,0,35,9,3,2,8,56,0,2121277,2,0,56,1,0.90243902,1,1
3,8,0,0,6,0,1,2,0,0,2121327,2,0,0,1,1,1,1
5,18,0,0,6,3,2,8,40,0,2121384,2,0,40,1,0.77777778,1,1
5,40,0,2,9,0,2,9,40,40,2121400,2,40,80,1,0.675,1,1
